Article URLs,Non-Article URLs
https://vnexpress.net/boeing-chong-chat-kho-khan-vi-thue-nhap-khau-4877940.html,https://e.vnexpress.net/
https://vnexpress.net/trung-quoc-se-mua-to-yen-sau-rieng-va-ca-sau-cua-campuchia-4877654.html,
https://vnexpress.net/gia-vang-vuot-3-400-usd-chung-khoan-my-giam-manh-4877004.html,
https://vnexpress.net/trung-quoc-ngung-nhap-khi-lng-tu-my-4875842.html,
https://vnexpress.net/trung-quoc-manh-tay-bom-tien-vao-nen-kinh-te-4878429.html,
https://vnexpress.net/chuyen-gi-xay-ra-neu-ong-trump-co-the-sa-thai-chu-tich-fed-4877251.html,
https://vnexpress.net/temu-shein-giam-manh-quang-cao-vi-thue-nhap-khau-4875244.html,
https://vnexpress.net/hang-xuat-khau-trung-quoc-ngai-ban-hang-trong-nuoc-4878211.html,
https://vnexpress.net/hang-chuc-tan-vang-roi-my-quay-ve-thuy-si-4875550.html,
